fips,TOT_POP_1519_C,TOT_POP_2024_C,TOT_POP_2529_C,TOT_POP_3034_C,TOT_POP_3539_C,TOT_FEMALE_1519_C,TOT_FEMALE_2024_C,TOT_FEMALE_2529_C,TOT_FEMALE_3034_C,TOT_FEMALE_3539_C,WA_FEMALE_1519_C,WA_FEMALE_2024_C,WA_FEMALE_2529_C,WA_FEMALE_3034_C,WA_FEMALE_3539_C,BA_FEMALE_1519_C,BA_FEMALE_2024_C,BA_FEMALE_2529_C,BA_FEMALE_3034_C,BA_FEMALE_3539_C,H_FEMALE_1519_C,H_FEMALE_2024_C,H_FEMALE_2529_C,H_FEMALE_3034_C,H_FEMALE_3539_C,NHWA_FEMALE_1519_C,NHWA_FEMALE_2024_C,NHWA_FEMALE_2529_C,NHWA_FEMALE_3034_C,NHWA_FEMALE_3539_C,NHBA_FEMALE_1519_C,NHBA_FEMALE_2024_C,NHBA_FEMALE_2529_C,NHBA_FEMALE_3034_C,NHBA_FEMALE_3539_C,dem2010_P,birth_rate_2010_N,births_2010_N,birth_rate_2020_N,births_2020_N,NHWA_FEMALE_2034_share_X,NHBA_FEMALE_2034_share_X,H_FEMALE_2034_share_X,race_category_X,regime_X,pol_group_X,reg_Minority_majority_X,reg_Mixed_Competitive_X,reg_Mixed_Democratic_X,reg_Mixed_Republican_X,reg_White_Competitive_X,reg_White_Democratic_X,reg_White_Republican_X
42043,18191,16172,18247,16467,16704,8979,8180,9354,8424,8505,5768,5525,6763,6121,6123,2426,1953,1846,1628,1668,872,853,856,769,619,5195,4958,6178,5595,5667,2221,1747,1647,1458,1566,0.5320582585720741,12.71,3408.0,11.91,3334.0,0.644541181909238,0.18691732799137067,0.09546189999229525,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42045,44245,39472,34213,32365,32746,21235,19746,17461,16834,16931,14248,13455,11675,10924,11137,5379,4835,4319,4386,4225,806,799,655,641,559,13724,12893,11244,10493,10752,5190,4681,4168,4246,4114,0.6014716001594063,12.23,6838.0,11.08,6281.0,0.6408097555559668,0.24231601931866545,0.03876686219722063,White,White_Democratic,Democratic,False,False,False,False,False,True,False
42049,22305,22349,17210,15496,16125,11034,11151,8441,7640,8078,9477,9702,7438,6738,7241,1040,997,673,614,573,512,392,348,330,290,9068,9392,7177,6477,7004,981,955,614,578,541,0.5836100159148628,11.68,3276.0,9.72,2608.0,0.8462837837837838,0.07884106933019977,0.039292009400705055,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42051,8382,7357,7474,7542,8479,4005,3444,3618,3644,4217,3685,3232,3414,3471,3999,210,146,141,120,152,28,25,38,33,26,3663,3212,3382,3446,3980,208,145,138,118,151,0.4725715422706453,9.92,1355.0,10.01,1283.0,0.9377918923967868,0.0374556323556884,0.008966934429291985,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42055,10140,8054,8687,8584,9597,4813,4187,4389,4374,4728,4333,3864,4085,4115,4426,270,171,160,130,154,273,211,304,238,222,4119,3705,3840,3923,4255,237,147,123,111,119,0.3168989726733109,13.03,1949.0,10.51,1635.0,0.8855598455598456,0.02942084942084942,0.058146718146718145,White,White_Republican,Republican,False,False,False,False,False,False,True
42069,14865,14879,12562,11677,12279,7410,7638,6233,5883,6232,6819,7062,5701,5415,5859,277,250,241,202,160,505,493,471,449,354,6427,6665,5319,5043,5553,207,181,191,155,129,0.6284326373460629,10.46,2244.0,9.83,2054.0,0.8619520097195504,0.02667814113597246,0.0715298167459755,White,White_Democratic,Democratic,False,False,False,False,False,True,False
42071,38100,35033,31497,29493,30862,18663,17590,15808,14949,15567,16656,15751,14250,13420,14177,1048,1037,756,770,712,2208,1963,1735,1691,1605,14972,14286,12935,12112,12890,712,711,505,526,506,0.4171883956421412,13.37,6945.0,12.59,6874.0,0.813556166876952,0.036031191180424846,0.11146503402486194,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42075,8731,7733,7458,7409,8224,4274,3902,3779,3749,4072,3933,3626,3520,3494,3848,171,126,138,123,113,608,514,473,486,445,3452,3204,3136,3104,3479,86,73,73,59,58,0.375936160600302,12.18,1627.0,10.91,1545.0,0.826246719160105,0.017935258092738406,0.12887139107611548,White,White_Republican,Republican,False,False,False,False,False,False,True
42077,24710,21151,21115,21256,21855,12218,10869,10711,10770,11141,10030,9052,8824,8867,9275,1321,1086,1044,1002,998,3239,2770,2642,2656,2399,7547,6955,6802,6794,7424,853,675,653,628,641,0.5518702112848592,11.91,4162.0,10.94,4057.0,0.6352704791344668,0.06046367851622875,0.24939721792890263,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42079,22008,20473,18032,17161,19512,10574,9829,8731,8412,9590,9497,8985,8016,7729,8955,620,490,395,395,333,1150,954,786,795,781,8641,8268,7443,7150,8349,451,364,280,259,236,0.52655274810061,9.92,3184.0,10.02,3176.0,0.8475826783330862,0.03347916357704286,0.0939863562212665,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42081,8585,8698,6719,6099,6665,3857,3926,3501,3097,3451,3422,3554,3163,2840,3210,257,272,251,189,177,89,81,65,52,57,3351,3496,3117,2801,3159,249,255,241,178,172,0.350163720482717,10.48,1217.0,10.33,1169.0,0.8945267958950969,0.06404408969973394,0.018814139110604332,White,White_Republican,Republican,False,False,False,False,False,False,True
42085,8724,7421,5731,5759,6496,4053,3664,2828,2848,3258,3631,3317,2564,2594,3009,271,225,202,191,191,77,48,46,22,28,3568,3279,2527,2579,2987,263,217,197,185,188,0.4836821620916811,9.78,1141.0,9.37,1017.0,0.8977516059957173,0.06413276231263383,0.012419700214132762,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42089,14706,11593,7710,8179,10011,7147,5549,3741,4308,5404,5451,4554,3080,3444,4163,1299,743,460,629,921,1232,761,518,670,928,4508,3983,2670,2933,3437,1102,617,389,518,779,0.5683628859397283,8.96,1521.0,8.39,1427.0,0.7049566112663627,0.11207530519193999,0.14332990145609648,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42091,51581,43590,48681,47960,51136,25189,21816,24072,24088,25794,19797,17403,19061,18647,20254,2990,2388,2224,2311,2483,1293,1383,1508,1406,1235,18798,16315,17857,17475,19216,2843,2224,2079,2192,2377,0.5829981752550624,11.41,9129.0,9.91,8261.0,0.7380673373728135,0.09281753744140848,0.061406768034754776,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42095,21897,19794,16047,16034,18329,10523,9314,7943,8272,9294,9010,8087,6945,7164,8129,861,619,495,592,650,1603,1230,1131,1209,1178,7722,7086,6045,6190,7143,675,481,347,446,522,0.5360890363064754,10.17,3027.0,9.21,2817.0,0.7568255709193467,0.04990403071017274,0.13984096517685768,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42101,118297,146717,135610,110452,94007,59880,75517,71014,57271,48728,23106,36601,36523,26618,20644,30284,29862,25823,24169,22894,8810,9170,8500,7713,6575,17059,30374,30740,21412,16012,28500,27965,24125,22571,21681,0.8419857740541649,15.21,23203.0,12.6,19896.0,0.40493223815271684,0.36634086024671003,0.12454735478552713,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
42107,8715,7624,8551,8560,9666,4104,3566,3813,3789,4403,3868,3415,3698,3681,4284,151,88,45,47,46,138,113,130,115,98,3754,3323,3589,3582,4202,135,75,36,39,41,0.4370149765050026,9.33,1383.0,9.12,1283.0,0.9396489971346705,0.013431232091690544,0.03205587392550143,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42125,13799,12547,10107,10598,12241,6725,6096,4998,5355,6162,6125,5619,4699,5048,5831,350,331,168,163,198,109,109,77,68,69,6037,5531,4634,4990,5779,341,321,162,161,191,0.4482138989247917,9.35,1943.0,9.1,1882.0,0.9213326038057025,0.03915131618943401,0.015441668186515897,White,White_Competitive,Competitive,False,False,False,False,True,False,False
42129,23378,18643,17900,17776,20810,11083,8971,8807,8804,10417,10339,8439,8388,8395,9975,400,292,217,189,215,139,122,98,94,107,10233,8341,8308,8318,9885,381,284,213,183,204,0.3935670760718839,8.75,3196.0,7.99,2772.0,0.9392446016101121,0.02558122037468964,0.011812504702430216,White,White_Republican,Republican,False,False,False,False,False,False,True
42133,29507,24822,25216,25168,28552,14301,12194,12743,12718,14437,12327,10786,11345,11270,12973,1312,899,877,933,927,1133,971,995,960,808,11478,10083,10619,10542,12320,1132,720,700,785,831,0.4066940321581379,11.64,5064.0,10.32,4650.0,0.8297437259328111,0.05855796043022175,0.07770548399946886,White,White_Competitive,Competitive,False,False,False,False,True,False,False
44003,10234,9046,9449,9634,10514,4857,4443,4764,4858,5368,4518,4145,4409,4530,5021,78,115,92,84,82,242,175,205,199,228,4313,4008,4233,4370,4825,65,93,82,64,66,0.5765384462069932,9.73,1616.0,8.34,1373.0,0.8966228226093139,0.0169925346605048,0.04116601493067899,White,White_Competitive,Competitive,False,False,False,False,True,False,False
44007,48846,53338,43882,39904,39393,24492,26757,21943,20265,20133,18374,20216,16789,15784,16099,3295,3224,2644,2483,2404,6070,5479,4933,4670,4391,13843,16073,13075,12216,12719,2355,2407,1916,1824,1761,0.6627168443739131,11.9,7460.0,10.88,6923.0,0.5997824983687378,0.08913216849126368,0.21869064017980136,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
44009,11298,10566,5643,5376,6416,5815,5205,2706,2795,3281,5247,4838,2518,2613,3101,204,131,31,36,26,297,191,79,95,70,5045,4689,2451,2531,3046,158,114,27,33,22,0.5807332291037932,7.71,979.0,6.52,820.0,0.9033252381841957,0.016252568653091725,0.0340930319447039,White,White_Competitive,Competitive,False,False,False,False,True,False,False
45003,10993,10080,10014,9310,9367,5467,5134,5071,4643,4847,3462,3285,3473,3091,3318,1789,1660,1430,1373,1361,305,320,364,268,255,3221,3011,3163,2864,3104,1748,1639,1401,1352,1336,0.3669886280109735,12.38,1982.0,11.01,1903.0,0.6087015086206896,0.2957974137931034,0.06411637931034483,White,White_Republican,Republican,False,False,False,False,False,False,True
45007,12518,10798,10360,11052,12238,6202,5505,5403,5728,6280,4803,4228,4211,4549,4977,1211,1137,1038,1030,1147,196,196,218,245,228,4639,4055,4024,4352,4791,1195,1123,1021,1000,1120,0.3186582359482449,12.0,2245.0,10.53,2151.0,0.7472349122385189,0.18898773743688388,0.03961288771339264,White,White_Republican,Republican,False,False,False,False,False,False,True
45013,9956,11756,10842,9295,9107,4443,4940,5232,4566,4588,2851,3416,3739,3290,3401,1369,1300,1236,1067,988,706,835,977,916,770,2243,2691,2874,2476,2705,1320,1246,1181,1012,953,0.424286607536865,13.3,2158.0,9.48,1854.0,0.5455964174243453,0.23334238024155246,0.18509974216311575,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
45015,12794,13378,13886,12493,12175,5892,5932,6864,6327,6126,3640,3976,4781,4400,4258,1888,1637,1709,1585,1530,367,464,520,459,387,3340,3611,4363,4010,3939,1862,1592,1658,1546,1495,0.4234893041624575,14.12,2512.0,11.77,2778.0,0.6266799142393976,0.25079746901636774,0.07545887151597552,White,White_Competitive,Competitive,False,False,False,False,True,False,False
45019,22528,31910,30737,24719,21628,11348,16006,15558,12138,10637,6625,10699,10771,8356,7322,4311,4684,4210,3299,2904,570,918,1014,809,556,6180,9957,9929,7690,6844,4246,4600,4140,3242,2857,0.5197042343187548,13.84,4847.0,11.72,4900.0,0.6310008695254222,0.274175094961329,0.06272024163653837,White,White_Competitive,Competitive,False,False,False,False,True,False,False
45041,9439,9580,8454,8608,8780,4720,5221,4375,4548,4740,2220,2308,2128,2350,2552,2361,2804,2112,2063,2017,118,119,113,128,117,2142,2225,2060,2262,2458,2334,2777,2076,2039,2005,0.4860943383876126,13.08,1791.0,11.55,1589.0,0.46288178733031676,0.4872737556561086,0.025452488687782805,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
45045,30722,29967,30572,30012,31355,15190,15303,15547,15104,15984,11060,11329,11672,11246,11969,3416,3294,3114,3083,3270,1314,1412,1673,1595,1405,9924,10100,10222,9853,10726,3343,3207,3016,3003,3200,0.3620739120233676,13.54,6109.0,11.7,6232.0,0.6566348957653305,0.20076598337467902,0.1018409714061888,White,White_Republican,Republican,False,False,False,False,False,False,True
45051,16805,18432,17281,16553,16568,8293,8977,8466,8060,8287,6198,7042,6753,6372,6694,1702,1566,1339,1369,1278,533,686,801,722,534,5759,6455,6066,5731,6237,1657,1528,1291,1341,1247,0.3584817040377202,11.4,3070.0,8.47,3094.0,0.7156805081755088,0.1631180645414265,0.08661726071442576,White,White_Republican,Republican,False,False,False,False,False,False,True
45063,17581,16313,17570,16750,18023,8519,8159,8971,8368,9235,6536,6134,6942,6454,7363,1634,1687,1636,1570,1536,481,576,693,614,482,6122,5677,6355,5944,6948,1595,1611,1573,1505,1507,0.303654966063169,13.0,3411.0,10.39,3157.0,0.704996470311397,0.18389677621774256,0.07384892932779041,White,White_Republican,Republican,False,False,False,False,False,False,True
45077,11466,14757,7056,6421,6759,5534,6814,3280,3203,3361,4968,6032,2857,2863,3016,399,540,247,217,224,151,179,163,102,127,4830,5874,2705,2772,2904,396,532,241,215,221,0.2519930796400365,9.82,1171.0,9.01,1153.0,0.8536511995186884,0.07430247424231029,0.03339099044897345,White,White_Republican,Republican,False,False,False,False,False,False,True
45079,33358,40822,31273,26705,25395,16081,19567,15469,13484,12996,7213,10273,7063,5680,5592,8030,8303,7511,7018,6688,740,980,888,741,628,6715,9573,6446,5163,5139,7881,8118,7322,6877,6577,0.646790931749877,12.67,4870.0,11.05,4629.0,0.43656224237427865,0.45995465787304207,0.05377164056059357,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
45083,21032,18886,17041,16822,18892,10411,9889,8602,8522,9570,7039,6596,6195,6183,6980,2831,2879,2015,1980,2198,608,629,726,673,570,6497,6053,5561,5599,6475,2804,2839,1975,1933,2178,0.3807774278602773,12.95,3682.0,11.64,3798.0,0.6372117128789841,0.24976862991892793,0.07507496390626735,White,White_Republican,Republican,False,False,False,False,False,False,True
45085,7921,8218,7645,6553,6224,3902,3929,3819,3354,3265,1540,1703,1878,1566,1672,2238,2077,1760,1627,1475,118,169,202,142,99,1459,1589,1725,1463,1591,2211,2043,1736,1609,1463,0.5782392933894549,14.29,1536.0,13.19,1403.0,0.4302828319221762,0.4853179607277968,0.04620789047018555,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
45091,16108,14251,13421,14306,16544,8175,7665,7082,7451,8627,5762,5225,5033,5466,6435,2009,2117,1741,1626,1811,376,354,431,455,405,5461,4922,4668,5065,6080,1967,2094,1705,1601,1786,0.3975908700932277,13.05,2950.0,9.9,2862.0,0.6601946121272186,0.24326515902333543,0.05586088836832147,White,White_Republican,Republican,False,False,False,False,False,False,True
46099,11425,12443,14118,12182,10851,5690,6285,6763,5782,5338,4906,5597,6059,5162,4783,273,261,304,201,195,320,269,249,273,243,4632,5381,5836,4928,4572,270,252,300,192,191,0.4759996189953952,16.23,2751.0,13.88,2730.0,0.8574083908656399,0.03951141795007966,0.04200743494423792,White,White_Competitive,Competitive,False,False,False,False,True,False,False
47009,7981,6925,6615,6992,8048,3853,3440,3347,3516,4103,3592,3232,3165,3303,3872,129,103,101,96,109,133,121,154,124,111,3473,3121,3029,3195,3770,125,100,91,94,107,0.2790239217252888,9.67,1189.0,9.57,1289.0,0.9070173735805105,0.02766184606425313,0.038726584489954384,White,White_Republican,Republican,False,False,False,False,False,False,True
47037,38999,54479,61397,52004,45150,19325,28539,31591,25970,22223,10374,18065,21335,17222,14137,7600,8756,8241,7026,6688,2000,2605,3269,3047,2353,8653,15816,18471,14527,12060,7467,8592,8077,6869,6560,0.5917253394092092,15.26,9564.0,13.91,9655.0,0.5669454123112659,0.27337979094076653,0.10361207897793263,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
47065,22918,24107,22296,21027,21419,11543,12210,11231,10513,10806,7883,8578,8296,7737,7974,3103,3075,2355,2277,2375,603,793,752,611,472,7390,7961,7706,7259,7593,3053,3022,2324,2246,2348,0.4261243397154629,12.25,4121.0,11.35,4220.0,0.675207633857572,0.22359663073570124,0.06349767332273075,White,White_Competitive,Competitive,False,False,False,False,True,False,False
47093,29284,36532,31070,28257,28649,14432,18333,15811,14158,14476,11944,15618,13476,12085,12430,1786,1880,1555,1361,1348,536,752,766,628,544,11498,14996,12838,11546,11961,1754,1834,1513,1331,1328,0.3608267969537112,11.79,5098.0,10.68,5079.0,0.8152871516707383,0.09684899176017556,0.04442880211999503,White,White_Republican,Republican,False,False,False,False,False,False,True
47125,12553,16204,16380,13314,12164,6358,8122,8074,6722,6281,4231,5945,5954,4857,4582,1576,1607,1497,1322,1276,544,734,778,634,440,3825,5389,5364,4389,4243,1506,1509,1403,1231,1213,0.4478809088679325,18.71,3225.0,16.46,3526.0,0.6607033772580504,0.18077493673095382,0.09363818832358844,White,White_Competitive,Competitive,False,False,False,False,True,False,False
47149,20512,23318,20744,20157,19900,10078,11391,10302,10288,10014,7638,9052,8360,8115,7981,1774,1718,1337,1535,1427,676,702,812,840,718,7069,8444,7657,7390,7355,1737,1683,1304,1509,1399,0.3830379347915125,14.35,3769.0,12.06,4092.0,0.7345298771145368,0.14058347143616523,0.07360620368343704,White,White_Republican,Republican,False,False,False,False,False,False,True
47157,71799,66450,67172,62586,62795,35597,33657,34602,32527,32605,11748,12577,13888,12670,12629,22557,19809,18983,18142,18355,1681,2029,2546,2311,1811,10361,10879,11755,10721,11086,22376,19648,18755,17964,18223,0.6299375869372914,14.89,13813.0,13.45,12593.0,0.3309487428809557,0.55927410553053,0.06832298136645963,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
47163,9678,8098,7890,8422,10105,4658,4051,3961,4294,5090,4397,3837,3759,4119,4907,136,118,100,78,84,89,93,80,73,55,4320,3763,3693,4055,4859,131,113,96,78,80,0.2713132550445825,10.29,1614.0,8.83,1402.0,0.9353973671379815,0.023321956769055744,0.019990248659190638,White,White_Republican,Republican,False,False,False,False,False,False,True
47165,10960,8338,9414,10104,11419,5244,4136,4789,5207,5905,4649,3710,4301,4648,5332,409,325,368,383,404,219,224,266,288,248,4462,3504,4062,4389,5103,398,319,359,375,397,0.3019220925920689,11.7,1880.0,11.02,2156.0,0.8459524483441834,0.07451174639116898,0.05505236343051231,White,White_Republican,Republican,False,False,False,False,False,False,True
47179,8353,10098,8001,7457,8173,4194,5257,4055,3699,4061,3779,4765,3745,3413,3822,221,265,171,153,124,145,177,158,130,114,3658,4611,3601,3300,3724,216,256,165,146,120,0.3118423782257393,10.76,1323.0,9.24,1204.0,0.8847897932518638,0.04357851049112289,0.03573899008531243,White,White_Republican,Republican,False,False,False,False,False,False,True
47187,13112,6783,7859,10313,13908,6302,3323,4177,5558,7285,5724,3002,3775,4988,6508,286,196,202,250,299,338,250,298,344,330,5407,2769,3492,4674,6204,280,186,195,239,287,0.2795322276542162,10.79,1976.0,9.32,2287.0,0.8374176749885128,0.047480471741461173,0.0683106141828764,White,White_Republican,Republican,False,False,False,False,False,False,True
48027,22116,30001,29816,23022,20308,10863,14311,14602,11489,10455,6806,9824,9792,7476,6947,3016,3124,3371,2816,2543,2773,3214,3490,2658,2261,4551,7219,6961,5309,5050,2757,2813,3011,2565,2343,0.4296582831648555,21.12,6553.0,16.48,6095.0,0.4823771100440572,0.2076382357309044,0.231721201920697,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48029,132660,133455,133038,120229,118070,63866,65166,66369,60384,60368,53722,55028,56581,51603,51781,5785,5648,5159,4659,4531,41853,40413,40200,37313,37118,14477,17107,18591,16265,16450,4933,4841,4412,3947,3961,0.5198518009223662,15.21,26078.0,12.45,25228.0,0.27075484970221814,0.0687790161474372,0.6144571407729302,Hispanic,Minority_majority,Competitive,True,False,False,False,False,False,False
48039,22208,17571,21031,22444,24191,10502,8444,10405,11006,11955,8307,6886,8395,8466,8898,1403,968,1185,1398,1665,3719,2956,3263,3286,3291,4789,4096,5297,5358,5751,1330,907,1113,1332,1615,0.3350527050130579,15.65,4900.0,11.81,4495.0,0.49408809244682633,0.11227600066990454,0.31837213197119413,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48041,23513,42690,17598,12218,10060,11804,19904,8193,5794,5023,9950,17144,6240,4424,3820,1095,1387,974,716,725,2729,3613,1942,1607,1381,7403,13757,4399,2908,2518,1051,1297,935,685,697,0.330864695559267,13.92,2712.0,11.33,2635.0,0.6215219379776342,0.08607004809536455,0.2113245404384645,White,White_Republican,Republican,False,False,False,False,False,False,True
48061,35621,26747,25863,25981,27061,17404,13499,13501,13832,14546,16969,13235,13187,13502,14214,131,72,85,88,72,16302,12652,12491,12855,13473,919,734,873,831,891,52,35,31,26,27,0.6453494631968362,19.33,7853.0,14.19,6019.0,0.05970807210031348,0.0022531347962382446,0.9305936520376176,Hispanic,Minority_majority,Democratic,True,False,False,False,False,False,False
48085,53314,38779,50723,59072,69084,25583,19118,26291,31125,35777,19251,14546,19319,22083,25405,2796,2011,2812,3507,3904,4587,3891,4733,5319,5387,15087,10955,14939,17189,20437,2668,1910,2681,3357,3741,0.351289333356652,13.54,10591.0,10.64,11411.0,0.5629262811299554,0.10384926960566546,0.18218046881124728,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48113,169193,171581,197831,187210,178136,82257,84338,98561,93273,89206,54126,57290,66732,61557,58475,21729,20102,22181,22526,22587,37970,35530,38681,39263,36470,18627,24027,30469,24685,24120,20905,19178,21266,21648,21888,0.5719645574229381,16.78,39729.0,13.7,36114.0,0.2867090074301522,0.22483090248106252,0.41088162449488,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48121,47837,50684,49601,50193,55241,23747,26171,25157,25892,28209,18610,20230,19657,19996,22106,2571,3324,2844,2767,2702,5280,5329,5136,5387,5308,13762,15377,14897,15011,17135,2446,3150,2708,2641,2586,0.3541409254971205,13.58,8999.0,10.84,9962.0,0.5864413364413364,0.11006216006216006,0.20528360528360529,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48135,10579,10914,10655,9059,8463,5329,5449,5275,4493,4295,4887,4976,4859,4139,3963,256,267,237,193,183,3324,3241,2986,2610,2433,1689,1873,1996,1619,1609,222,228,192,161,154,0.2529528015702753,17.76,2436.0,16.35,2742.0,0.3606492738384701,0.03818098179667477,0.5807320759676677,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48139,12035,8937,8995,9307,10385,5934,4353,4710,4769,5380,5115,3817,4162,4192,4666,594,417,410,450,546,1773,1277,1327,1302,1289,3464,2604,2905,2946,3433,551,397,382,430,535,0.2705291353367573,13.82,2067.0,12.41,2379.0,0.6112637362637363,0.08740601503759399,0.2823886639676113,White,White_Republican,Republican,False,False,False,False,False,False,True
48141,69454,62186,56523,50189,53774,33829,29916,28314,26152,28282,31688,27810,26294,24272,26574,1073,1025,909,809,784,29998,24984,23445,22078,24373,2577,3560,3505,2832,2745,731,723,677,585,586,0.6569358629061086,17.27,13825.0,13.18,11089.0,0.11728804721386078,0.023523974307316727,0.8355691972221564,Hispanic,Minority_majority,Democratic,True,False,False,False,False,False,False
48157,45528,30943,34518,38613,46398,21848,14984,17728,20658,24774,12200,8312,10287,11346,13077,5589,3713,3870,4824,6013,6036,4467,4967,5483,5984,6685,4238,5692,6286,7520,5353,3536,3685,4626,5825,0.4729062502959432,13.4,7843.0,10.51,8825.0,0.30384110923739927,0.22197863968521642,0.27950159265504965,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48167,20852,17499,18818,18902,19450,10035,8528,9561,9564,9927,7772,6637,7562,7473,7909,1651,1358,1408,1466,1308,2891,2276,2407,2490,2439,5123,4555,5316,5169,5615,1552,1278,1348,1394,1252,0.3785320404665607,13.55,3947.0,11.27,3889.0,0.5438831229884642,0.14537301558601237,0.2593931942284743,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48181,8639,7545,7067,6654,7225,4122,3825,3579,3320,3665,3518,3314,3154,2914,3264,309,262,241,223,213,616,606,563,522,467,2971,2753,2637,2426,2832,288,251,227,216,205,0.2790548662316863,12.61,1524.0,11.45,1584.0,0.7288325251771727,0.06471465870943678,0.15768370011189856,White,White_Republican,Republican,False,False,False,False,False,False,True
48183,8870,8891,8763,7894,7420,4290,4320,4400,3895,3733,3051,3217,3276,2798,2696,1035,934,972,922,876,865,850,892,752,654,2272,2450,2463,2114,2104,1003,897,940,902,855,0.3038425528719458,15.95,1941.0,12.67,1574.0,0.5570352754657154,0.21712247324613557,0.19770114942528735,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48201,300676,297495,340541,321049,306796,145408,145178,167692,158861,153117,100057,98276,115358,109641,105820,32946,33200,34980,33066,31297,69056,65545,71662,70676,66164,35917,37304,48545,43545,43703,31074,31416,33034,31250,29835,0.4991898493509555,16.67,68219.0,13.47,63813.0,0.27429615607199864,0.2028698559136457,0.4406812357042467,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48215,69480,56461,54611,53649,54064,34294,28390,27975,28032,28344,33448,27711,27330,27341,27499,220,170,157,154,164,32621,26805,26360,26429,26531,1259,1239,1255,1207,1268,79,81,75,61,76,0.697080437841535,21.17,16401.0,15.29,13379.0,0.0438522696304371,0.002571181440098582,0.943090394208325,Hispanic,Minority_majority,Democratic,True,False,False,False,False,False,False
48245,18380,19123,18796,16970,15785,8831,9029,8345,7576,7208,4600,4928,4870,4344,4128,3555,3497,2961,2770,2565,1631,1665,1654,1466,1406,3173,3457,3408,3022,2874,3481,3413,2883,2716,2516,0.5061904051705515,14.1,3558.0,12.75,3190.0,0.39627254509018034,0.36120240480961924,0.19178356713426853,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
48251,11099,8829,9480,9494,10073,5308,4259,4656,4750,5064,4920,3920,4386,4431,4769,168,147,104,114,136,1288,926,990,1003,948,3703,3058,3442,3490,3867,149,126,90,103,123,0.2364483168250726,13.11,1979.0,11.79,2118.0,0.7310647639956093,0.023344310281741675,0.21361141602634467,White,White_Republican,Republican,False,False,False,False,False,False,True
48303,23507,34117,22861,17764,15606,11683,16217,10966,8812,7977,10080,14265,9478,7599,6860,1024,1117,850,684,622,4121,4438,3633,3149,2750,6220,10136,6104,4649,4254,942,985,764,607,580,0.300338840564416,14.72,4103.0,12.63,3976.0,0.5803306014724268,0.06545353521322406,0.3117099597166273,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48309,20604,23223,16186,14193,13469,10218,12051,8079,7204,6963,7830,9553,6335,5589,5527,1720,1759,1351,1298,1148,2838,2750,2232,1958,1793,5287,7074,4330,3816,3876,1621,1651,1255,1216,1105,0.3606027413765669,14.78,3473.0,12.31,3198.0,0.556815687422258,0.1508011999707324,0.25389624643301384,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48329,10358,9553,10716,8980,8326,5142,4896,5312,4403,4202,4536,4338,4727,3916,3753,421,356,337,311,288,2481,2317,2261,1889,1758,2175,2139,2592,2105,2069,369,319,297,276,257,0.1977432680161161,16.56,2266.0,16.41,2919.0,0.46786667579221136,0.06104989391554309,0.44261173088768735,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
48339,32561,24927,28973,30082,32539,15801,12107,14413,15300,16546,14093,10846,12914,13619,14685,814,665,739,824,817,4114,3204,3592,3913,3957,10301,7883,9588,9962,10981,747,595,670,764,767,0.211343719161562,14.05,6402.0,11.86,7428.0,0.6559780009564802,0.04851745576279292,0.25607364897178386,White,White_Republican,Republican,False,False,False,False,False,False,True
