fips,TOT_POP_1519_C,TOT_POP_2024_C,TOT_POP_2529_C,TOT_POP_3034_C,TOT_POP_3539_C,TOT_FEMALE_1519_C,TOT_FEMALE_2024_C,TOT_FEMALE_2529_C,TOT_FEMALE_3034_C,TOT_FEMALE_3539_C,WA_FEMALE_1519_C,WA_FEMALE_2024_C,WA_FEMALE_2529_C,WA_FEMALE_3034_C,WA_FEMALE_3539_C,BA_FEMALE_1519_C,BA_FEMALE_2024_C,BA_FEMALE_2529_C,BA_FEMALE_3034_C,BA_FEMALE_3539_C,H_FEMALE_1519_C,H_FEMALE_2024_C,H_FEMALE_2529_C,H_FEMALE_3034_C,H_FEMALE_3539_C,NHWA_FEMALE_1519_C,NHWA_FEMALE_2024_C,NHWA_FEMALE_2529_C,NHWA_FEMALE_3034_C,NHWA_FEMALE_3539_C,NHBA_FEMALE_1519_C,NHBA_FEMALE_2024_C,NHBA_FEMALE_2529_C,NHBA_FEMALE_3034_C,NHBA_FEMALE_3539_C,dem2020_P,birth_rate_2020_N,births_2020_N,NHWA_FEMALE_2034_share_X,NHBA_FEMALE_2034_share_X,H_FEMALE_2034_share_X,race_category_X,regime_X,pol_group_X,reg_Minority_majority_X,reg_Mixed_Competitive_X,reg_Mixed_Democratic_X,reg_Mixed_Republican_X,reg_White_Competitive_X,reg_White_Democratic_X,reg_White_Republican_X
31109,24668,35103,23779,20209,21941,12294,17363,11322,9445,10582,10216,14755,9491,7979,9219,617,613,515,454,399,1263,1364,1040,888,823,9156,13599,8596,7225,8513,579,571,478,412,372,0.5272116906163712,11.58,3714.0,0.7715709415158668,0.03831628638867034,0.08633621820089168,White,White_Competitive,Competitive,False,False,False,False,True,False,False
31153,13364,11549,12895,13907,14837,6527,5456,6206,6900,7370,5678,4734,5379,6056,6585,233,271,298,297,307,910,788,810,800,773,4897,4025,4672,5337,5901,202,252,269,274,279,0.4306962256854076,12.83,2423.0,0.7560607693136515,0.04282943648313759,0.12918866501454584,White,White_Competitive,Competitive,False,False,False,False,True,False,False
32003,137121,132078,164450,168710,165093,66767,65137,82010,83373,81505,44370,42986,52522,53552,53715,9715,9609,13639,13317,11453,29459,27638,29197,26691,25831,18775,18767,26966,30393,31111,8528,8580,12440,12069,10379,0.5366375675197571,10.94,25330.0,0.33023598820058997,0.1435406906125282,0.36233732431025506,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
32031,29441,31401,36293,36703,33055,14180,15314,17575,17507,16009,11563,12502,14322,14472,13287,458,548,598,514,466,5187,5370,5243,4376,4199,6977,7750,9681,10589,9546,371,438,498,434,390,0.5082315959929512,10.39,4955.0,0.5559965076593381,0.027184697198190333,0.2974243987618065,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
33011,25564,25919,29599,29702,27596,12444,12540,14242,14426,13425,10792,11081,12493,12508,11784,571,494,549,524,459,1308,1247,1532,1362,1199,9716,10015,11172,11366,10750,448,393,436,413,363,0.5297630130639427,9.75,4081.0,0.7899679673849738,0.03013977868375073,0.10049019607843138,White,White_Competitive,Competitive,False,False,False,False,True,False,False
33013,10152,9847,9523,9664,9705,5069,4756,4533,4613,4681,4616,4232,4159,4254,4323,169,168,106,109,102,193,160,147,145,133,4462,4095,4031,4132,4213,155,165,95,97,95,0.5404264795946774,8.36,1276.0,0.8817436340094951,0.0256797583081571,0.032513307437778735,White,White_Competitive,Competitive,False,False,False,False,True,False,False
33015,18177,16437,18337,19369,19377,8785,7958,8877,9512,9539,8148,7456,8304,8876,8766,90,94,94,144,132,383,323,373,418,448,7828,7181,7984,8520,8415,75,73,70,111,78,0.5033451040754937,8.51,2648.0,0.8989638288989259,0.00964056628838198,0.042281853721486316,White,White_Competitive,Competitive,False,False,False,False,True,False,False
33017,10305,13533,9217,8591,7974,5411,7074,4375,4100,3919,4957,6534,3995,3689,3594,80,72,63,60,45,207,197,140,158,140,4790,6380,3875,3552,3471,65,53,52,53,41,0.5668922224033915,8.9,1170.0,0.8879670718374172,0.010161425172036788,0.03183484468454563,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34001,17451,17294,16876,15845,15371,8487,8610,8401,7996,7783,5624,5850,5587,5343,5374,1653,1634,1799,1692,1507,2210,1929,1848,1797,1868,3926,4323,4153,3942,3889,1336,1372,1506,1419,1252,0.5270832887003593,10.74,2823.0,0.49658095733194707,0.17183188707161995,0.22289758867517095,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
34003,59498,54077,52532,55878,63552,28912,26858,26039,27836,32077,21040,19728,18158,18517,21295,2248,2167,2333,2476,2733,7024,6672,6896,7691,8626,15189,14109,12425,12104,14095,1598,1589,1678,1721,1927,0.5767219455923074,9.3,8653.0,0.4785899198592893,0.061783904970705905,0.2633247866423891,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
34005,27559,26178,29113,28658,29754,13356,12596,13959,13983,14665,9101,8655,9560,9633,10264,2672,2690,3002,2823,2796,1505,1327,1456,1486,1640,8058,7718,8500,8484,9023,2410,2452,2748,2601,2527,0.5911922507715194,9.8,4376.0,0.6093541861956683,0.19243672603483153,0.1053085993388919,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34007,32236,30365,35466,36532,35595,15566,15199,18045,18556,18150,9730,9543,11489,12350,12187,3934,4023,4781,4419,4071,3969,3476,3711,3715,3644,6810,7016,8850,9621,9475,3221,3376,4021,3693,3433,0.6615813102760226,11.71,5933.0,0.49202702702702705,0.2140926640926641,0.21046332046332047,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34011,9642,8924,10514,10957,10494,4719,4213,4682,4509,4629,3296,2868,3239,3152,3351,1035,993,1103,1065,964,2222,1795,1763,1689,1798,1436,1396,1784,1768,1881,803,797,908,861,782,0.5246442763748237,12.37,1819.0,0.3691435392420173,0.19143539242017307,0.3914503133393017,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
34013,55730,54862,58193,59787,60386,27012,27321,29348,30270,30969,12639,12198,11932,13013,14449,11725,12535,14906,14298,12913,7115,6928,7423,7853,8308,7270,6840,6227,6967,7992,10548,11479,13746,13098,11731,0.7726947592170537,12.06,9652.0,0.23043743314277826,0.44080332186935667,0.2553974625887116,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34015,20677,21266,18502,18472,18972,9997,10432,9100,9186,9782,7984,8290,7298,7484,7928,1238,1439,1266,1175,1221,949,954,839,814,905,7244,7553,6652,6837,7230,1096,1287,1132,1055,1094,0.5021719740058151,9.3,2727.0,0.7327111915871579,0.12096942684030922,0.09077930217981754,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34017,34266,41024,71937,80593,66575,16659,19935,35642,38730,31338,10811,12122,21250,23133,18842,3239,3579,4909,4836,4232,9003,9089,11218,11261,10755,3295,4487,11921,13827,9901,2331,2707,3774,3687,3185,0.7262437462477487,14.21,9544.0,0.3206018641246143,0.10781808349327197,0.3347365518996469,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34019,8326,7329,5991,6012,7068,4047,3694,2934,3123,3525,3616,3275,2613,2683,3020,92,158,149,151,164,417,364,282,394,418,3240,2982,2367,2384,2643,74,128,126,124,142,0.4683768191638375,7.96,994.0,0.7930468669880012,0.038765254845656856,0.10665572761768023,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34021,28378,28727,24322,23806,24639,14103,14436,11674,11638,12093,8742,9007,6787,6943,6940,2874,3101,3163,2885,2767,3282,3166,2786,2871,2927,6079,6444,4559,4608,4568,2504,2745,2820,2547,2428,0.6938234694570904,10.85,3985.0,0.41355833421638233,0.21489880258556746,0.2337342375755007,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34023,59169,54743,54204,57678,60775,28727,26972,27068,28489,29808,16439,15794,16001,15686,15369,3848,4010,3665,3644,3798,7800,7059,6859,6944,7259,9938,9932,10296,9950,9349,3097,3321,2996,2941,3016,0.6043615537901817,10.24,8426.0,0.36566540246458823,0.11217874928812901,0.25278386991239443,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34025,42467,37397,35571,33942,36692,20758,18395,17468,16765,18433,17073,15079,14255,13911,15371,1691,1733,1755,1538,1427,3452,2722,2281,2360,2861,14142,12776,12336,11909,12910,1444,1483,1568,1355,1228,0.4794143080409677,9.46,5852.0,0.7034468343847382,0.08371969293911986,0.13990651364292772,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34027,33860,29827,27520,28702,31654,16442,14828,13321,14000,15742,13465,12319,10759,11002,12245,700,665,603,635,675,2865,2402,2323,2615,3100,10880,10149,8654,8610,9466,596,560,504,527,541,0.5140985293429818,9.33,4580.0,0.6503831644878882,0.03774704026192792,0.17414410780801443,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34029,37804,33227,35745,33575,33602,18226,16467,17735,16516,16632,16369,14894,16173,15046,15150,843,806,841,780,734,2814,2241,2016,2087,2225,13941,12912,14391,13246,13203,669,668,719,620,573,0.3497815622108481,15.17,9316.0,0.7994991916085019,0.03957174967467172,0.1250837966796798,White,White_Republican,Republican,False,False,False,False,False,False,True
34031,35396,34831,35003,35085,33632,17475,17516,17549,17261,16803,13095,12884,12412,12245,12067,2512,2878,3192,2948,2678,8415,8104,8239,7856,7902,6244,6293,5806,5938,5657,1662,2010,2262,2012,1813,0.5770807350686389,12.51,6260.0,0.3447043534762833,0.12009326147613042,0.4624660780491534,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
34035,22784,19737,19053,19385,21800,10969,9780,9391,9667,11045,7079,6828,6292,6000,6441,1187,1093,1275,1157,1280,2162,2024,1946,1918,2041,5250,5044,4609,4341,4669,1021,967,1123,1009,1111,0.5981577432354634,8.89,2927.0,0.4852625008669117,0.10746237603162494,0.20417504681323254,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
34037,8952,8168,8087,8002,8381,4358,3993,3839,3858,4068,3948,3687,3571,3566,3757,149,121,93,118,134,560,488,429,495,631,3460,3239,3185,3123,3182,118,108,72,89,102,0.3920077307867212,9.28,1299.0,0.8166809238665526,0.023011120615911033,0.12078699743370402,White,White_Republican,Republican,False,False,False,False,False,False,True
34039,36922,33748,34675,37345,39977,17991,16833,17230,18566,19939,11774,10806,10783,11707,12991,4559,4549,4879,4883,4706,6601,6369,6693,7090,7595,6164,5369,5111,5772,6514,3922,3966,4224,4143,4016,0.672929076528414,11.47,6369.0,0.30880313135343634,0.23433848258564668,0.3829067624313591,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34041,6819,6297,6310,6123,6340,3376,3130,3047,2954,3177,2845,2717,2684,2594,2725,280,219,187,199,250,531,392,371,399,484,2396,2378,2365,2248,2324,240,195,165,168,200,0.4096435093029759,9.64,1018.0,0.7656335560179608,0.05782499178622276,0.12725878874164934,White,White_Competitive,Competitive,False,False,False,False,True,False,False
35001,42651,42774,48612,49944,48404,21013,21046,23971,24535,24114,16773,16795,19036,19696,19598,941,867,981,907,857,13110,12315,12586,12243,12323,5114,5746,7663,8687,8352,588,562,699,621,616,0.6100853301426368,9.6,6545.0,0.31769036116862204,0.027058891189325973,0.5340464688290775,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
35013,18178,22868,15616,12688,13130,8910,11445,7625,6207,6440,8054,10277,6830,5584,5918,218,215,209,209,129,6805,8067,5591,4356,4665,1661,2766,1610,1478,1481,126,132,134,141,73,0.5803051753972,11.17,2471.0,0.23159393915417179,0.01610159433477074,0.7126636863551845,Hispanic,Minority_majority,Competitive,True,False,False,False,False,False,False
35045,8845,6969,7964,8121,8270,4364,3434,4000,3989,4102,2026,1612,1782,1854,2136,32,19,25,23,28,1036,752,709,688,772,1208,993,1204,1273,1484,23,16,13,18,18,0.3457949286725054,10.84,1337.0,0.3037730893810733,0.004114505821588024,0.18812921299133328,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
35049,8163,7471,8177,8695,9142,4114,3681,4100,4218,4466,3575,3148,3550,3720,3952,49,41,63,52,71,2889,2409,2384,2331,2432,900,909,1336,1549,1680,25,24,46,30,40,0.7604558113515025,7.28,1106.0,0.3161930160846737,0.008334027835652971,0.5937161430119177,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
36001,22399,32036,21787,19849,19878,11491,16357,10881,9902,10016,7860,11536,7570,7004,7212,2081,2692,2014,1643,1545,1081,1441,991,833,738,7178,10561,6892,6444,6685,1811,2370,1801,1453,1387,0.6429000756170545,9.25,2810.0,0.6434302638664513,0.15142703284868067,0.0879106085083468,White,White_Democratic,Democratic,False,False,False,False,False,True,False
36005,98254,100207,117689,112757,98267,47921,50885,61135,58335,51725,20777,22069,25186,24138,21897,21286,22954,28217,26699,23354,28287,29757,34912,32959,29604,3380,3577,3950,4212,3728,13690,15005,18680,17595,15266,0.8218659155085928,12.74,17851.0,0.06890904288104253,0.30101846144815236,0.5730856153326876,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
36007,15252,19582,11678,10511,11023,7231,9561,5730,5153,5519,5577,6951,4746,4335,4713,673,951,487,451,445,609,751,367,327,287,5159,6441,4479,4109,4507,558,771,417,393,388,0.5028130147389137,9.44,1788.0,0.7351301115241635,0.07733320289571513,0.07068088436705146,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36013,8655,7841,7226,7523,7173,4290,3735,3390,3703,3549,3854,3327,3101,3447,3321,161,176,118,94,103,523,489,391,424,376,3436,2906,2771,3091,3007,117,137,80,62,68,0.386264012046177,9.83,1239.0,0.8097524935352789,0.025766531215367566,0.12042851865533802,White,White_Republican,Republican,False,False,False,False,False,False,True
36027,21106,20803,17707,17601,17661,10499,10426,8342,8475,8619,8138,8207,6429,6640,6806,1264,1231,1262,1231,1242,1783,1626,1423,1414,1556,6739,6922,5294,5515,5546,1059,1050,1086,1046,1060,0.5362007781998697,8.74,2564.0,0.6508460889035715,0.11680064603751422,0.1638218992034651,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36029,59376,60325,66065,68303,60147,29219,30272,33002,34080,30214,21123,21434,24047,26045,23359,4921,5507,5924,5286,4440,2872,2727,2643,2475,2102,19048,19436,22047,24156,21833,4447,5055,5523,4882,4020,0.5603634327278219,10.31,9456.0,0.6742301292191384,0.15880189822708876,0.08058220514822195,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36045,6808,11436,10393,8532,7807,3152,4175,4286,3878,3641,2720,3404,3628,3354,3241,193,462,356,258,210,270,498,398,299,251,2507,2998,3295,3112,3037,175,422,330,229,191,0.3921910761630673,16.6,1794.0,0.762217359591539,0.07950401167031364,0.09684739444039225,White,White_Republican,Republican,False,False,False,False,False,False,True
36047,145983,159201,242253,252545,211766,71708,83112,127358,128672,108286,33791,39004,65637,68134,54988,26534,29788,39473,37927,34194,16392,17837,22713,21727,19092,23056,26796,49709,53009,41896,22663,25949,34882,33433,30039,0.764151763402073,13.57,34442.0,0.3818872330764105,0.2779484699624346,0.1836310454028106,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
36055,51471,50124,52509,53677,48042,25007,25263,26541,27153,24393,17642,17820,18620,19738,18119,4866,4908,5666,5300,4348,3357,3076,3184,2950,2689,15329,15627,16317,17682,16188,4179,4305,5066,4696,3841,0.5886482102952029,10.15,7522.0,0.6285193206428815,0.1781602644477374,0.11664576921615563,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36059,88513,84401,82634,80130,84988,42787,41611,40630,39927,42536,30516,29549,27764,26463,28179,5924,6409,6707,6477,6295,8864,8547,8362,8430,9269,23029,22497,20864,19444,20326,5208,5675,5939,5734,5537,0.5369997927865335,9.84,13294.0,0.514087158666754,0.14200117870473447,0.2074111060179425,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
36061,70183,110290,188307,181567,138311,37296,61135,99583,91787,68696,21796,37815,66919,60538,43053,8001,10228,13708,12532,10793,11261,14082,18081,17252,14689,14472,28376,54326,48546,32990,5447,7363,10232,9303,7757,0.8597600530364055,9.15,14755.0,0.519783766658086,0.10652462327478664,0.19569909506742442,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
36063,12578,11993,13019,13277,12604,6147,5845,6441,6597,6315,5064,4823,5355,5612,5490,598,608,665,602,494,322,298,282,292,262,4829,4585,5130,5385,5281,548,579,636,570,472,0.4389315888848626,9.48,1976.0,0.7996610708044273,0.09452947095270879,0.046179102896785465,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36065,15205,14727,14227,14251,13985,7329,6899,6787,6959,6742,5836,5448,5619,5890,5738,648,666,574,519,472,771,596,533,491,506,5277,5025,5210,5525,5401,525,554,497,421,373,0.4087378067967275,10.48,2382.0,0.7633809639137806,0.07130055703560184,0.07846936304189876,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36067,33871,32325,30920,31859,29479,17241,16514,15700,16141,14873,12503,11838,11553,12488,11729,2519,2539,2713,2253,1841,1343,1274,1082,1129,894,11655,11051,10832,11699,11116,2234,2219,2454,2020,1651,0.5893179908861791,10.59,4864.0,0.6944886774894014,0.13841381449694964,0.07207114052321373,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36069,7369,6951,6210,6356,6584,3625,3405,2977,3145,3310,3254,3055,2704,2901,3085,146,125,124,109,99,278,223,202,223,196,3030,2880,2540,2723,2930,112,103,104,79,69,0.4830656569859365,8.55,941.0,0.8547286658969245,0.03001994331898814,0.06801721423323187,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36071,31449,28319,24065,23394,24450,15651,13521,11560,11508,12203,12255,10412,8898,8810,9342,2135,2015,1765,1751,1849,4069,3392,3001,2796,3274,9123,7793,6497,6678,6780,1577,1581,1415,1348,1407,0.488641412538588,13.58,5231.0,0.5730684085380853,0.11872420672879827,0.2511410533220367,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
36075,8677,8004,7069,7251,6828,4297,3852,3432,3532,3374,3949,3522,3265,3398,3252,117,115,46,43,27,242,197,134,93,107,3753,3368,3159,3317,3162,94,95,33,35,21,0.3854554072777656,10.04,1168.0,0.9101331360946746,0.01507026627218935,0.03920118343195266,White,White_Republican,Republican,False,False,False,False,False,False,True
36081,123095,130983,183274,193248,171785,59591,66685,93032,95248,84758,27059,29386,41898,43869,38955,14190,16200,19916,19211,16929,20102,21454,25619,24830,23580,10927,12190,21329,23966,20117,12130,13807,17131,16446,14333,0.7162233259240426,11.07,24635.0,0.22546231835742161,0.18584511599631323,0.2820112564469633,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
36083,11161,10784,11028,11351,10453,5049,4967,5398,5732,5281,3976,3955,4342,4738,4467,557,538,632,628,498,454,418,401,417,455,3688,3673,4048,4431,4125,449,450,559,552,422,0.512355869037793,9.97,1577.0,0.754923277629372,0.09697459153879605,0.07678449400509411,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36085,30734,28998,32849,33409,31246,15003,14286,16241,16655,15802,10737,10198,11248,11459,11185,2147,2121,2477,2311,2035,3811,3531,3637,3528,3566,7743,7402,8413,8755,8358,1632,1685,1981,1771,1566,0.4176109114773358,10.43,4958.0,0.5207494383451317,0.11523462337332033,0.22669662159298037,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
36087,25310,21646,20208,18441,19419,12173,10648,9914,8987,9589,9725,8118,7377,6667,7095,1408,1536,1627,1468,1420,2448,2187,2191,2145,2591,7742,6402,5577,4879,5007,1178,1256,1377,1251,1164,0.5007365521432676,17.56,5728.0,0.5705100003384209,0.13144268841585163,0.2207519713019053,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
36089,9472,9125,5928,6342,6157,4537,4182,2679,2939,2928,4140,3800,2546,2792,2797,168,144,24,25,21,186,163,59,63,69,4010,3683,2494,2744,2740,134,123,22,22,20,0.4277067179181302,9.27,994.0,0.9103061224489796,0.017040816326530612,0.029081632653061223,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36091,14128,13184,13698,14666,15046,6982,6452,6618,7154,7425,6254,5863,5974,6525,6765,182,157,222,197,168,308,318,336,347,355,5996,5595,5707,6243,6452,164,133,183,162,148,0.5126763305280182,8.52,1961.0,0.8675336234177216,0.023635284810126583,0.049495648734177215,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36093,9912,9791,10176,10715,10310,4826,4827,5114,5323,5219,3395,3355,3644,3937,3881,780,805,874,802,777,571,497,495,493,450,2999,3027,3324,3606,3583,662,702,757,699,653,0.5633382417320014,11.55,1794.0,0.6523191823899371,0.1413784067085954,0.0972877358490566,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36103,99256,96274,94448,88493,88979,47951,47513,45928,43184,43656,38507,38015,37036,34469,35204,4841,5196,5144,4898,4807,12460,11571,11298,10809,11864,27836,28078,27314,25273,24882,3993,4366,4294,4042,3958,0.4855669191702611,10.0,14742.0,0.5904117108874657,0.09296980786825251,0.24649954254345838,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
36111,10879,10897,11280,11397,11138,5504,5302,5329,5484,5243,4495,4398,4533,4765,4569,458,460,446,419,328,886,815,742,681,722,3819,3762,3925,4212,3965,343,345,361,326,257,0.5905664221678891,8.31,1476.0,0.7383803909401179,0.06403971455165994,0.1388768228358672,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36119,66529,59672,56859,58490,64055,32659,30120,28240,29189,32113,23367,21509,18814,19295,21991,5431,5435,6149,6304,6005,9712,9141,9530,9550,10194,15798,14287,11362,11861,13952,4224,4304,4957,4963,4679,0.6757401057834792,9.96,9618.0,0.42844578464631233,0.16246901735028385,0.3223452009731693,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
37001,13222,11250,10652,11174,9981,6763,5891,5545,5788,5222,5093,4266,3699,4012,3702,1164,1192,1453,1440,1214,1299,1048,871,826,828,4005,3369,2972,3327,3020,1110,1154,1410,1386,1170,0.4509762925276742,10.69,1831.0,0.5613098002786809,0.22933116581514165,0.15937064561077566,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
37021,14631,14458,18087,19097,18933,7088,7412,9253,9782,9544,6090,6299,8144,8740,8618,502,572,649,603,507,997,801,761,763,894,5181,5580,7467,8079,7816,474,546,618,577,477,0.5973608798717576,8.82,2325.0,0.7988051574847809,0.06582977275305328,0.08791167240140658,White,White_Competitive,Competitive,False,False,False,False,True,False,False
37025,16060,12621,13701,14801,16148,7773,6312,6873,7692,8463,5304,4306,4716,5123,5539,1784,1512,1628,1708,1769,1453,991,914,864,907,4109,3500,3972,4395,4782,1654,1437,1541,1623,1687,0.4449657502111288,11.47,2541.0,0.5684245820759688,0.2203860707956124,0.13263399913780716,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
37035,10400,9353,9944,9360,9164,5044,4601,4952,4791,4587,4052,3668,3876,3744,3749,438,442,535,497,401,833,676,564,494,548,3294,3054,3373,3305,3251,411,411,495,477,386,0.3079292777944261,9.94,1593.0,0.6784718349135527,0.09641662018962632,0.12088678192972671,White,White_Republican,Republican,False,False,False,False,False,False,True
37051,22481,31664,30709,25306,22241,10427,12870,14191,12714,11461,4414,6397,6900,6245,5529,4697,5006,5838,5256,4758,1430,1925,1893,1580,1519,3439,4945,5444,5081,4428,4438,4762,5579,5002,4493,0.5740332993544003,15.22,5118.0,0.3889377749842866,0.38574481458202386,0.13571338780641107,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
37057,10451,9263,10159,9831,9672,5035,4623,5062,5028,4937,4231,3784,4074,4158,4167,508,518,659,611,542,671,566,488,436,413,3625,3324,3675,3773,3819,487,496,624,589,518,0.2557335562735838,10.04,1699.0,0.7321416434445728,0.11615578060218854,0.10127098484333583,White,White_Republican,Republican,False,False,False,False,False,False,True
37063,21082,21689,29251,29802,24506,10769,11145,15224,15213,12487,4676,5186,8402,8782,7109,4808,4555,5103,4853,4199,2339,1938,1789,1605,1739,2738,3583,6942,7468,5668,4615,4379,4911,4703,4043,0.804206454194782,12.26,4012.0,0.432711269299216,0.336515800105815,0.12822856043480352,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
37067,27811,25128,25546,24893,23392,14286,13116,13327,13088,12264,8495,7800,8288,8201,7890,4520,4269,4176,4029,3459,3006,2139,1921,1634,1842,6217,6085,6728,6955,6451,4090,4040,3979,3784,3201,0.561598847319521,11.17,4288.0,0.5000632415066657,0.2985758012698895,0.14403885558169538,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
37071,14272,12916,15160,15302,14227,6862,6380,7641,7958,7352,4927,4658,5553,5786,5494,1430,1349,1676,1781,1521,953,696,687,657,733,4121,4062,4970,5231,4856,1345,1293,1618,1724,1462,0.3546295173942406,11.24,2547.0,0.6489376222758088,0.2108831157013513,0.09281586969379862,White,White_Republican,Republican,False,False,False,False,False,False,True
37081,45229,39834,36994,35776,33381,23923,20873,19154,19116,17627,11769,9970,8802,9203,9123,9859,8999,8390,8040,6693,2904,2051,1799,1744,1746,9610,8420,7409,7848,7685,9460,8702,8152,7813,6506,0.6084165828898435,10.97,5927.0,0.40033478180004395,0.41707387180224204,0.09458431259827875,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
37097,12313,10407,11235,11110,11571,5935,5077,5452,5567,5881,4692,4040,4283,4366,4622,780,681,828,841,777,704,565,482,539,562,4082,3552,3857,3908,4161,748,644,798,792,751,0.3310312490842133,10.21,1897.0,0.7030939363817097,0.13879224652087474,0.0985337972166998,White,White_Republican,Republican,False,False,False,False,False,False,True
37101,14917,11824,13020,14037,14682,7168,5765,6578,7129,7407,5492,4342,5025,5511,5823,1219,1122,1254,1323,1309,1624,1273,1133,1112,1227,4051,3224,4032,4598,4760,1143,1039,1179,1210,1227,0.3704930987724166,11.5,2487.0,0.608771569433032,0.17604765817584223,0.1806696795398521,White,White_Republican,Republican,False,False,False,False,False,False,True
37119,72198,71991,96210,94386,86184,36409,37063,49335,47964,43711,19474,19662,27110,26244,23879,13075,13481,16885,16413,14941,7262,6457,6716,5888,6436,13554,14478,21619,21462,18526,12342,12830,16206,15716,14243,0.6667930510904625,12.98,14654.0,0.4283874905107099,0.3330703621559667,0.1418630267486343,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
37129,14324,19655,15300,13984,14540,7443,10343,7706,7019,7525,5912,8456,6164,5701,6191,1047,1326,1108,945,944,784,792,596,525,620,5271,7838,5684,5286,5697,986,1215,1050,904,899,0.5016915724797087,8.83,2089.0,0.7502792404659326,0.12641614807722992,0.07631243018988351,White,White_Competitive,Competitive,False,False,False,False,True,False,False
37133,15684,34906,20103,16082,13165,5213,9134,8410,7745,6395,3572,7042,6545,6002,4831,1009,1279,1239,1156,1053,842,1685,1305,1001,910,2911,5628,5428,5156,4085,935,1178,1151,1083,962,0.3359313352253062,18.29,3730.0,0.6410692395903357,0.13492032108822016,0.1578156510735893,White,White_Republican,Republican,False,False,False,False,False,False,True
37135,15221,18166,9440,8027,8153,8086,10030,4871,4084,4184,6196,7446,3492,3042,3170,942,1262,666,559,456,927,779,527,440,459,5417,6792,3030,2667,2798,878,1226,642,533,430,0.7481911126275045,7.41,1105.0,0.6578351329997366,0.1264682644192784,0.09196734263892546,White,White_Democratic,Democratic,False,False,False,False,False,True,False
37147,13659,20944,12663,10672,10275,7014,11228,6688,5552,5476,4214,7199,3706,2924,3020,2413,3353,2674,2295,2178,616,639,483,371,391,3715,6679,3310,2648,2710,2356,3288,2631,2237,2131,0.5395726993479726,10.94,2002.0,0.5384779273904892,0.34753707175728654,0.06361854440088631,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
